,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
A2M,-0.0010877977,0.17144857,0.1876833,-0.0037049602,0.100572705,-0.006372791,0.138077,-0.0038450004,-0.0021608365,-0.0012187964,-4.3637752e-05,0.3198309,-0.0024792808,-0.005549662,-0.0030374709,-0.008838554
ABCA3,-0.0010877977,0.17144857,0.1876833,-0.0037049602,0.100572705,-0.006372791,0.138077,-0.0038450004,-0.0021608365,-0.0012187964,-4.3637752e-05,0.3198309,-0.0024792808,-0.005549662,-0.0030374709,-0.008838554
ABCA5,-0.0010877977,0.17144857,0.1876833,-0.0037049602,0.100572705,-0.006372791,0.138077,-0.0038450004,-0.0021608365,-0.0012187964,-4.3637752e-05,0.3198309,-0.0024792808,-0.005549662,-0.0030374709,-0.008838554
ABCC10,-0.0010877977,0.17144857,0.1876833,-0.0037049602,0.100572705,-0.006372791,0.138077,-0.0038450004,-0.0021608365,-0.0012187964,-4.3637752e-05,0.3198309,-0.0024792808,-0.005549662,-0.0030374709,-0.008838554
ABCD2,-0.0010877977,0.17144857,0.1876833,-0.0037049602,0.100572705,-0.006372791,0.138077,-0.0038450004,-0.0021608365,-0.0012187964,-4.3637752e-05,0.3198309,-0.0024792808,-0.005549662,-0.0030374709,-0.008838554
ABCG1,-0.0010921574,0.17122777,0.18717916,-0.0037018275,0.100231886,-0.006369981,0.13741207,-0.0038436772,-0.0021610826,-0.0012123802,-4.996702e-05,0.3197165,-0.002474861,-0.005556675,-0.0030345058,-0.008831642
ABCG2,-0.001098377,0.1712539,0.18849437,-0.00369753,0.09999989,-0.006368004,0.13725416,-0.0038489501,-0.002165888,-0.0012127643,-4.37656e-05,0.31934452,-0.0024807504,-0.0055478546,-0.0030459722,-0.008841534
ABHD17A,-0.0010877977,0.17144857,0.1876833,-0.0037049602,0.100572705,-0.006372791,0.138077,-0.0038450004,-0.0021608365,-0.0012187964,-4.3637752e-05,0.3198309,-0.0024792808,-0.005549662,-0.0030374709,-0.008838554
ACAD11,-0.0010877977,0.17144857,0.1876833,-0.0037049602,0.100572705,-0.006372791,0.138077,-0.0038450004,-0.0021608365,-0.0012187964,-4.3637752e-05,0.3198309,-0.0024792808,-0.005549662,-0.0030374709,-0.008838554
ACBD7,-0.0010860863,0.1710268,0.18784754,-0.003701256,0.101284705,-0.0063759047,0.13832788,-0.003836179,-0.0021499465,-0.0012161382,-5.2752046e-05,0.319309,-0.0024700572,-0.005540353,-0.0030260198,-0.008839308
ACOT6,-0.0010877977,0.17144857,0.1876833,-0.0037049602,0.100572705,-0.006372791,0.138077,-0.0038450004,-0.0021608365,-0.0012187964,-4.3637752e-05,0.3198309,-0.0024792808,-0.005549662,-0.0030374709,-0.008838554
ACP7,-0.0010877977,0.17144857,0.1876833,-0.0037049602,0.100572705,-0.006372791,0.138077,-0.0038450004,-0.0021608365,-0.0012187964,-4.3637752e-05,0.3198309,-0.0024792808,-0.005549662,-0.0030374709,-0.008838554
ACTA2-AS1,-0.0010877977,0.17144857,0.1876833,-0.0037049602,0.100572705,-0.006372791,0.138077,-0.0038450004,-0.0021608365,-0.0012187964,-4.3637752e-05,0.3198309,-0.0024792808,-0.005549662,-0.0030374709,-0.008838554
ACVR1C,-0.0010877977,0.17144857,0.1876833,-0.0037049602,0.100572705,-0.006372791,0.138077,-0.0038450004,-0.0021608365,-0.0012187964,-4.3637752e-05,0.3198309,-0.0024792808,-0.005549662,-0.0030374709,-0.008838554
ACVR2B-AS1,-0.0010877977,0.17144857,0.1876833,-0.0037049602,0.100572705,-0.006372791,0.138077,-0.0038450004,-0.0021608365,-0.0012187964,-4.3637752e-05,0.3198309,-0.0024792808,-0.005549662,-0.0030374709,-0.008838554
ADAM12,-0.0011537647,0.16816655,0.1970344,-0.003797574,0.09833139,-0.0063705854,0.122163825,-0.0039042453,-0.0022116425,-0.0011011281,0.00419046,0.32505834,-0.002397596,-0.005446845,-0.0031328867,-0.0088060945
ADAM22,-0.0010877977,0.17144857,0.1876833,-0.0037049602,0.100572705,-0.006372791,0.138077,-0.0038450004,-0.0021608365,-0.0012187964,-4.3637752e-05,0.3198309,-0.0024792808,-0.005549662,-0.0030374709,-0.008838554
ADAM23,-0.0010877977,0.17144857,0.1876833,-0.0037049602,0.100572705,-0.006372791,0.138077,-0.0038450004,-0.0021608365,-0.0012187964,-4.3637752e-05,0.3198309,-0.0024792808,-0.005549662,-0.0030374709,-0.008838554
ADAM28,-0.0010877977,0.17144857,0.1876833,-0.0037049602,0.100572705,-0.006372791,0.138077,-0.0038450004,-0.0021608365,-0.0012187964,-4.3637752e-05,0.3198309,-0.0024792808,-0.005549662,-0.0030374709,-0.008838554
ADAM8,-0.00093042135,0.2348218,0.23366047,-0.0033318293,0.056905776,-0.0067872885,0.060367078,-0.0033510828,-0.0021420114,-0.0019415858,-0.0003128761,0.2628999,-0.0030468786,-0.005736252,-0.0021482417,-0.007875979
ADAMTS1,-0.0010877977,0.17144857,0.1876833,-0.0037049602,0.100572705,-0.006372791,0.138077,-0.0038450004,-0.0021608365,-0.0012187964,-4.3637752e-05,0.3198309,-0.0024792808,-0.005549662,-0.0030374709,-0.008838554
ADAMTS10,-0.0010877977,0.17144857,0.1876833,-0.0037049602,0.100572705,-0.006372791,0.138077,-0.0038450004,-0.0021608365,-0.0012187964,-4.3637752e-05,0.3198309,-0.0024792808,-0.005549662,-0.0030374709,-0.008838554
ADAMTS14,-0.0010877977,0.17144857,0.1876833,-0.0037049602,0.100572705,-0.006372791,0.138077,-0.0038450004,-0.0021608365,-0.0012187964,-4.3637752e-05,0.3198309,-0.0024792808,-0.005549662,-0.0030374709,-0.008838554
ADAMTS17,-0.0010877977,0.17144857,0.1876833,-0.0037049602,0.100572705,-0.006372791,0.138077,-0.0038450004,-0.0021608365,-0.0012187964,-4.3637752e-05,0.3198309,-0.0024792808,-0.005549662,-0.0030374709,-0.008838554
ADAMTS3,-0.0010877977,0.17144857,0.1876833,-0.0037049602,0.100572705,-0.006372791,0.138077,-0.0038450004,-0.0021608365,-0.0012187964,-4.3637752e-05,0.3198309,-0.0024792808,-0.005549662,-0.0030374709,-0.008838554
ADAMTS6,-0.0010921574,0.17122777,0.18717916,-0.0037018275,0.100231886,-0.006369981,0.13741207,-0.0038436772,-0.0021610826,-0.0012123802,-4.996702e-05,0.3197165,-0.002474861,-0.005556675,-0.0030345058,-0.008831642
ADGRF1,-0.0010877977,0.17144857,0.1876833,-0.0037049602,0.100572705,-0.006372791,0.138077,-0.0038450004,-0.0021608365,-0.0012187964,-4.3637752e-05,0.3198309,-0.0024792808,-0.005549662,-0.0030374709,-0.008838554
ADGRF2,-0.0010877977,0.17144857,0.1876833,-0.0037049602,0.100572705,-0.006372791,0.138077,-0.0038450004,-0.0021608365,-0.0012187964,-4.3637752e-05,0.3198309,-0.0024792808,-0.005549662,-0.0030374709,-0.008838554
ADGRG1,-0.0010877977,0.17144857,0.1876833,-0.0037049602,0.100572705,-0.006372791,0.138077,-0.0038450004,-0.0021608365,-0.0012187964,-4.3637752e-05,0.3198309,-0.0024792808,-0.005549662,-0.0030374709,-0.008838554
ADGRG5,-0.0010877977,0.17144857,0.1876833,-0.0037049602,0.100572705,-0.006372791,0.138077,-0.0038450004,-0.0021608365,-0.0012187964,-4.3637752e-05,0.3198309,-0.0024792808,-0.005549662,-0.0030374709,-0.008838554
ADIRF,-0.0010877977,0.17144857,0.1876833,-0.0037049602,0.100572705,-0.006372791,0.138077,-0.0038450004,-0.0021608365,-0.0012187964,-4.3637752e-05,0.3198309,-0.0024792808,-0.005549662,-0.0030374709,-0.008838554
ADRA1D,-0.0010877977,0.17144857,0.1876833,-0.0037049602,0.100572705,-0.006372791,0.138077,-0.0038450004,-0.0021608365,-0.0012187964,-4.3637752e-05,0.3198309,-0.0024792808,-0.005549662,-0.0030374709,-0.008838554
ADRB2,-0.0010877977,0.17144857,0.1876833,-0.0037049602,0.100572705,-0.006372791,0.138077,-0.0038450004,-0.0021608365,-0.0012187964,-4.3637752e-05,0.3198309,-0.0024792808,-0.005549662,-0.0030374709,-0.008838554
AEBP2,-0.0021615177,0.14144996,0.11857672,-0.0031773937,0.15636832,-0.0053869495,0.036642246,-0.0029794173,-0.0026040338,-0.0018611003,-0.00025664805,0.37024134,-0.002145187,-0.005571729,-0.0016876009,-0.007338565
AGBL2,-0.002159127,0.14206107,0.1183898,-0.0031720083,0.15560421,-0.005376658,0.035934858,-0.0029756117,-0.0025952947,-0.0018542282,-0.0002603948,0.3695302,-0.0021468198,-0.0055822977,-0.001692791,-0.0073422207
AGBL3,-0.0010877977,0.17144857,0.1876833,-0.0037049602,0.100572705,-0.006372791,0.138077,-0.0038450004,-0.0021608365,-0.0012187964,-4.3637752e-05,0.3198309,-0.0024792808,-0.005549662,-0.0030374709,-0.008838554
AGFG2,-0.0010877977,0.17144857,0.1876833,-0.0037049602,0.100572705,-0.006372791,0.138077,-0.0038450004,-0.0021608365,-0.0012187964,-4.3637752e-05,0.3198309,-0.0024792808,-0.005549662,-0.0030374709,-0.008838554
AJM1,-0.0010877977,0.17144857,0.1876833,-0.0037049602,0.100572705,-0.006372791,0.138077,-0.0038450004,-0.0021608365,-0.0012187964,-4.3637752e-05,0.3198309,-0.0024792808,-0.005549662,-0.0030374709,-0.008838554
AK1,-0.0010877977,0.17144857,0.1876833,-0.0037049602,0.100572705,-0.006372791,0.138077,-0.0038450004,-0.0021608365,-0.0012187964,-4.3637752e-05,0.3198309,-0.0024792808,-0.005549662,-0.0030374709,-0.008838554
AK5,-0.0010877977,0.17144857,0.1876833,-0.0037049602,0.100572705,-0.006372791,0.138077,-0.0038450004,-0.0021608365,-0.0012187964,-4.3637752e-05,0.3198309,-0.0024792808,-0.005549662,-0.0030374709,-0.008838554
AK7,-0.001085407,0.17205968,0.18749638,-0.003699575,0.09980859,-0.0063624983,0.13736963,-0.0038411943,-0.002152097,-0.0012119242,-4.73845e-05,0.31911975,-0.0024809137,-0.005560232,-0.0030426607,-0.00884221
AK9,-0.0010877977,0.17144857,0.1876833,-0.0037049602,0.100572705,-0.006372791,0.138077,-0.0038450004,-0.0021608365,-0.0012187964,-4.3637752e-05,0.3198309,-0.0024792808,-0.005549662,-0.0030374709,-0.008838554
AKAP5,-0.0010024444,0.17006364,0.18294825,-0.0037166297,0.10341251,-0.006436741,0.12899476,-0.003912468,-0.0020923126,-0.0013135492,-8.793011e-05,0.3149426,-0.0023648706,-0.0056077414,-0.003103253,-0.008811112
AKTIP,-0.0010877977,0.17144857,0.1876833,-0.0037049602,0.100572705,-0.006372791,0.138077,-0.0038450004,-0.0021608365,-0.0012187964,-4.3637752e-05,0.3198309,-0.0024792808,-0.005549662,-0.0030374709,-0.008838554
ALOX5AP,-0.0010877977,0.17144857,0.1876833,-0.0037049602,0.100572705,-0.006372791,0.138077,-0.0038450004,-0.0021608365,-0.0012187964,-4.3637752e-05,0.3198309,-0.0024792808,-0.005549662,-0.0030374709,-0.008838554
AMIGO1,-0.0010877977,0.17144857,0.1876833,-0.0037049602,0.100572705,-0.006372791,0.138077,-0.0038450004,-0.0021608365,-0.0012187964,-4.3637752e-05,0.3198309,-0.0024792808,-0.005549662,-0.0030374709,-0.008838554
