,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
A2M,1.58816,-0.018081741,1.8568722,2.2100883,1.0094918,1.529264,-0.01676447,-8.295301e-05,-0.00057667494,-0.008010167,-0.0100041805,-0.013808022,-0.0138321305,2.8723526,-0.004711471,-0.0107852835
ABCA3,1.586689,-0.018062953,1.8586538,2.210128,1.0080519,1.5307385,-0.016780108,-7.093433e-05,-0.0005909425,-0.008022122,-0.009982164,-0.01379753,-0.013822046,2.8734152,-0.0046897004,-0.010783124
ABCA5,1.586689,-0.018062953,1.8586538,2.210128,1.0080519,1.5307385,-0.016780108,-7.093433e-05,-0.0005909425,-0.008022122,-0.009982164,-0.01379753,-0.013822046,2.8734152,-0.0046897004,-0.010783124
ABCC10,1.586689,-0.018062953,1.8586538,2.210128,1.0080519,1.5307385,-0.016780108,-7.093433e-05,-0.0005909425,-0.008022122,-0.009982164,-0.01379753,-0.013822046,2.8734152,-0.0046897004,-0.010783124
ABCD2,1.586689,-0.018062953,1.8586538,2.210128,1.0080519,1.5307385,-0.016780108,-7.093433e-05,-0.0005909425,-0.008022122,-0.009982164,-0.01379753,-0.013822046,2.8734152,-0.0046897004,-0.010783124
ABCG1,1.586689,-0.018062953,1.8586538,2.210128,1.0080519,1.5307385,-0.016780108,-7.093433e-05,-0.0005909425,-0.008022122,-0.009982164,-0.01379753,-0.013822046,2.8734152,-0.0046897004,-0.010783124
ABCG2,1.586689,-0.018062953,1.8586538,2.210128,1.0080519,1.5307385,-0.016780108,-7.093433e-05,-0.0005909425,-0.008022122,-0.009982164,-0.01379753,-0.013822046,2.8734152,-0.0046897004,-0.010783124
ABHD17A,1.586689,-0.018062953,1.8586538,2.210128,1.0080519,1.5307385,-0.016780108,-7.093433e-05,-0.0005909425,-0.008022122,-0.009982164,-0.01379753,-0.013822046,2.8734152,-0.0046897004,-0.010783124
ACAD11,1.586689,-0.018062953,1.8586538,2.210128,1.0080519,1.5307385,-0.016780108,-7.093433e-05,-0.0005909425,-0.008022122,-0.009982164,-0.01379753,-0.013822046,2.8734152,-0.0046897004,-0.010783124
ACBD7,1.586689,-0.018062953,1.8586538,2.210128,1.0080519,1.5307385,-0.016780108,-7.093433e-05,-0.0005909425,-0.008022122,-0.009982164,-0.01379753,-0.013822046,2.8734152,-0.0046897004,-0.010783124
ACOT6,1.586689,-0.018062953,1.8586538,2.210128,1.0080519,1.5307385,-0.016780108,-7.093433e-05,-0.0005909425,-0.008022122,-0.009982164,-0.01379753,-0.013822046,2.8734152,-0.0046897004,-0.010783124
ACP7,1.586689,-0.018062953,1.8586538,2.210128,1.0080519,1.5307385,-0.016780108,-7.093433e-05,-0.0005909425,-0.008022122,-0.009982164,-0.01379753,-0.013822046,2.8734152,-0.0046897004,-0.010783124
ACTA2-AS1,1.586689,-0.018062953,1.8586538,2.210128,1.0080519,1.5307385,-0.016780108,-7.093433e-05,-0.0005909425,-0.008022122,-0.009982164,-0.01379753,-0.013822046,2.8734152,-0.0046897004,-0.010783124
ACVR1C,1.586689,-0.018062953,1.8586538,2.210128,1.0080519,1.5307385,-0.016780108,-7.093433e-05,-0.0005909425,-0.008022122,-0.009982164,-0.01379753,-0.013822046,2.8734152,-0.0046897004,-0.010783124
ACVR2B-AS1,1.586689,-0.018062953,1.8586538,2.210128,1.0080519,1.5307385,-0.016780108,-7.093433e-05,-0.0005909425,-0.008022122,-0.009982164,-0.01379753,-0.013822046,2.8734152,-0.0046897004,-0.010783124
ADAM12,1.586689,-0.018062953,1.8586538,2.210128,1.0080519,1.5307385,-0.016780108,-7.093433e-05,-0.0005909425,-0.008022122,-0.009982164,-0.01379753,-0.013822046,2.8734152,-0.0046897004,-0.010783124
ADAM22,1.5864751,-0.01806357,1.8582952,2.2098956,1.0084873,1.5305171,-0.016777324,-6.760794e-05,-0.0005955058,-0.008027366,-0.00998324,-0.013798183,-0.013825434,2.873183,-0.004689052,-0.010787464
ADAM23,1.586689,-0.018062953,1.8586538,2.210128,1.0080519,1.5307385,-0.016780108,-7.093433e-05,-0.0005909425,-0.008022122,-0.009982164,-0.01379753,-0.013822046,2.8734152,-0.0046897004,-0.010783124
ADAM28,1.3471792,-0.019198077,1.6796399,2.051199,0.9386124,1.4227332,-0.014504893,-0.0030026499,-0.0028580092,-0.007466736,-0.007947373,-0.016254224,-0.012937378,2.65856,-0.0029473829,-0.012495973
ADAM8,1.586689,-0.018062953,1.8586538,2.210128,1.0080519,1.5307385,-0.016780108,-7.093433e-05,-0.0005909425,-0.008022122,-0.009982164,-0.01379753,-0.013822046,2.8734152,-0.0046897004,-0.010783124
ADAMTS1,1.586689,-0.018062953,1.8586538,2.210128,1.0080519,1.5307385,-0.016780108,-7.093433e-05,-0.0005909425,-0.008022122,-0.009982164,-0.01379753,-0.013822046,2.8734152,-0.0046897004,-0.010783124
ADAMTS10,1.5868415,-0.018061146,1.8561293,2.2081826,1.0083663,1.5313396,-0.016742112,-9.4589624e-05,-0.00059217034,-0.008026157,-0.00999327,-0.013765324,-0.013837097,2.8733258,-0.0046761017,-0.01078006
ADAMTS14,1.586689,-0.018062953,1.8586538,2.210128,1.0080519,1.5307385,-0.016780108,-7.093433e-05,-0.0005909425,-0.008022122,-0.009982164,-0.01379753,-0.013822046,2.8734152,-0.0046897004,-0.010783124
ADAMTS17,1.586689,-0.018062953,1.8586538,2.210128,1.0080519,1.5307385,-0.016780108,-7.093433e-05,-0.0005909425,-0.008022122,-0.009982164,-0.01379753,-0.013822046,2.8734152,-0.0046897004,-0.010783124
ADAMTS3,1.3471792,-0.019198077,1.6796399,2.051199,0.9386124,1.4227332,-0.014504893,-0.0030026499,-0.0028580092,-0.007466736,-0.007947373,-0.016254224,-0.012937378,2.65856,-0.0029473829,-0.012495973
ADAMTS6,1.586689,-0.018062953,1.8586538,2.210128,1.0080519,1.5307385,-0.016780108,-7.093433e-05,-0.0005909425,-0.008022122,-0.009982164,-0.01379753,-0.013822046,2.8734152,-0.0046897004,-0.010783124
ADGRF1,1.586689,-0.018062953,1.8586538,2.210128,1.0080519,1.5307385,-0.016780108,-7.093433e-05,-0.0005909425,-0.008022122,-0.009982164,-0.01379753,-0.013822046,2.8734152,-0.0046897004,-0.010783124
ADGRF2,1.586689,-0.018062953,1.8586538,2.210128,1.0080519,1.5307385,-0.016780108,-7.093433e-05,-0.0005909425,-0.008022122,-0.009982164,-0.01379753,-0.013822046,2.8734152,-0.0046897004,-0.010783124
ADGRG1,1.5868415,-0.018061146,1.8561293,2.2081826,1.0083663,1.5313396,-0.016742112,-9.4589624e-05,-0.00059217034,-0.008026157,-0.00999327,-0.013765324,-0.013837097,2.8733258,-0.0046761017,-0.01078006
ADGRG5,1.586689,-0.018062953,1.8586538,2.210128,1.0080519,1.5307385,-0.016780108,-7.093433e-05,-0.0005909425,-0.008022122,-0.009982164,-0.01379753,-0.013822046,2.8734152,-0.0046897004,-0.010783124
ADIRF,1.586689,-0.018062953,1.8586538,2.210128,1.0080519,1.5307385,-0.016780108,-7.093433e-05,-0.0005909425,-0.008022122,-0.009982164,-0.01379753,-0.013822046,2.8734152,-0.0046897004,-0.010783124
ADRA1D,1.586689,-0.018062953,1.8586538,2.210128,1.0080519,1.5307385,-0.016780108,-7.093433e-05,-0.0005909425,-0.008022122,-0.009982164,-0.01379753,-0.013822046,2.8734152,-0.0046897004,-0.010783124
ADRB2,1.586689,-0.018062953,1.8586538,2.210128,1.0080519,1.5307385,-0.016780108,-7.093433e-05,-0.0005909425,-0.008022122,-0.009982164,-0.01379753,-0.013822046,2.8734152,-0.0046897004,-0.010783124
AEBP2,1.586689,-0.018062953,1.8586538,2.210128,1.0080519,1.5307385,-0.016780108,-7.093433e-05,-0.0005909425,-0.008022122,-0.009982164,-0.01379753,-0.013822046,2.8734152,-0.0046897004,-0.010783124
