TF_idx,Target_idx,Label,Score,TF_name,Target_name
1791,1005,0,0.5106032,ZNF143,MUS81
1473,479,0,0.5015569,SPIB,GAS2
482,909,1,0.5007939,GATA3,MAF
482,278,1,0.5007854,GATA3,CRADD
482,451,1,0.5007854,GATA3,FILIP1L
482,570,1,0.50078386,GATA3,HIVEP3
482,886,1,0.50078386,GATA3,LRIG1
482,604,1,0.50078386,GATA3,IFNG
482,2,1,0.50078386,GATA3,ABCA5
482,49,1,0.50078386,GATA3,ANK3
482,1021,1,0.50078386,GATA3,NCAM2
482,432,1,0.50078386,GATA3,FBXO16
482,1167,1,0.50078386,GATA3,PLA2G6
482,312,1,0.50078386,GATA3,DCDC2
482,598,1,0.50078386,GATA3,ICOS
482,1295,1,0.50078386,GATA3,RGS3
482,104,1,0.50078386,GATA3,B4GALNT3
1546,705,0,0.5007258,TCF7L1,KLHDC4
1039,638,1,0.50067234,NFATC1,IL2
1039,1722,0,0.50067234,NFATC1,UST
1039,207,0,0.50067234,NFATC1,CD79A
1462,1056,1,0.5006682,SP4,NMT2
909,603,0,0.500668,MAF,IFIT2
383,886,1,0.500668,EOMES,LRIG1
909,1574,0,0.500668,MAF,TLN2
909,1515,0,0.500668,MAF,SYDE2
383,487,0,0.500668,EOMES,GCNT4
383,58,0,0.500668,EOMES,ANO10
909,70,0,0.500668,MAF,ARHGAP24
1458,550,1,0.500668,SOX4,HDAC8
909,284,0,0.500668,MAF,CRTAM
383,362,0,0.500668,EOMES,EBF1
1546,1261,0,0.5006675,TCF7L1,RABEP2
362,1531,0,0.50066715,EBF1,TBC1D17
1456,1020,0,0.50066715,SOX13,NCAM1
1396,207,0,0.50066715,SIX5,CD79A
1791,1364,0,0.50066715,ZNF143,SERPINA1
1396,1515,0,0.50066715,SIX5,SYDE2
1541,49,1,0.50066715,TBX21,ANK3
1845,1573,0,0.50066715,ZNF83,TLE1
1541,522,1,0.50066715,TBX21,GRAP2
1396,1531,1,0.50066715,SIX5,TBC1D17
1460,166,0,0.50066715,SOX6,CADM1
1845,1367,0,0.50066715,ZNF83,SERPINE1
1791,1534,0,0.50066715,ZNF143,TBC1D4
1791,960,0,0.50066715,ZNF143,MICAL3
1456,1364,1,0.50066715,SOX13,SERPINA1
108,63,0,0.50066715,BATF,APBB2
1094,166,1,0.50066715,ONECUT1,CADM1
1541,1021,0,0.50066715,TBX21,NCAM2
1541,1387,0,0.50066715,TBX21,SHPRH
1791,1812,0,0.50066715,ZNF143,ZNF507
1541,604,1,0.50066715,TBX21,IFNG
1460,15,0,0.50066715,SOX6,ADAM12
1094,629,1,0.50066715,ONECUT1,IKZF2
1541,633,1,0.50063556,TBX21,IL12RB2
1120,705,1,0.50062436,PAX5,KLHDC4
399,1249,0,0.50060594,ESR2,PTPRK
399,89,1,0.50060594,ESR2,ATG4D
1120,1461,1,0.500571,PAX5,SP140
1120,283,0,0.500571,PAX5,CRISPLD1
1791,1498,0,0.5005121,ZNF143,STMN3
1288,1134,0,0.5003534,REST,PDE4D
1288,1682,0,0.5003534,REST,TTC39B
1288,588,0,0.5003534,REST,HPN
1288,903,1,0.5003534,REST,LTBP4
1288,1498,1,0.5002406,REST,STMN3
1473,1017,0,0.500105,SPIB,NBEA
