TF_idx,Target_idx,Label,Score,TF_name,Target_name
482,909,1,0.99347925,GATA3,MAF
482,604,1,0.9934769,GATA3,IFNG
482,312,1,0.9934769,GATA3,DCDC2
482,886,1,0.9934769,GATA3,LRIG1
482,451,1,0.9934769,GATA3,FILIP1L
482,570,1,0.9934769,GATA3,HIVEP3
482,278,1,0.9934769,GATA3,CRADD
482,432,1,0.9934769,GATA3,FBXO16
482,2,1,0.9934769,GATA3,ABCA5
482,49,1,0.9934769,GATA3,ANK3
482,1167,1,0.9934769,GATA3,PLA2G6
482,104,1,0.9934769,GATA3,B4GALNT3
482,1295,1,0.9934742,GATA3,RGS3
482,598,1,0.9934674,GATA3,ICOS
482,1021,1,0.9934341,GATA3,NCAM2
1288,1682,0,0.43491942,REST,TTC39B
1039,638,1,0.43434393,NFATC1,IL2
909,1515,0,0.43276447,MAF,SYDE2
1396,1515,0,0.43275815,SIX5,SYDE2
383,362,0,0.42976487,EOMES,EBF1
909,70,0,0.42875212,MAF,ARHGAP24
1845,1573,0,0.4280473,ZNF83,TLE1
383,487,0,0.42746755,EOMES,GCNT4
383,886,1,0.42746755,EOMES,LRIG1
383,58,0,0.42746755,EOMES,ANO10
399,89,1,0.4271957,ESR2,ATG4D
1458,550,1,0.42564905,SOX4,HDAC8
909,603,0,0.42564905,MAF,IFIT2
1039,207,0,0.42564905,NFATC1,CD79A
1462,1056,1,0.42564905,SP4,NMT2
909,1574,0,0.42564905,MAF,TLN2
1039,1722,0,0.42564905,NFATC1,UST
909,284,0,0.42564887,MAF,CRTAM
1396,207,0,0.4256428,SIX5,CD79A
1396,1531,1,0.4256428,SIX5,TBC1D17
1845,1367,0,0.42563954,ZNF83,SERPINE1
1541,1021,0,0.42563954,TBX21,NCAM2
1541,1387,0,0.42563954,TBX21,SHPRH
1791,1364,0,0.4256373,ZNF143,SERPINA1
108,63,0,0.42563578,BATF,APBB2
1791,1534,0,0.42563492,ZNF143,TBC1D4
362,1531,0,0.42563242,EBF1,TBC1D17
1541,49,1,0.42563242,TBX21,ANK3
1791,1812,0,0.42563242,ZNF143,ZNF507
1473,479,0,0.42563242,SPIB,GAS2
1546,1261,0,0.42563242,TCF7L1,RABEP2
1791,1498,0,0.42563242,ZNF143,STMN3
1094,629,1,0.42563242,ONECUT1,IKZF2
1791,1005,0,0.42563242,ZNF143,MUS81
1541,633,1,0.42563242,TBX21,IL12RB2
1541,522,1,0.42563242,TBX21,GRAP2
1791,960,0,0.42563242,ZNF143,MICAL3
1473,1017,0,0.42563242,SPIB,NBEA
1541,604,1,0.42563242,TBX21,IFNG
1546,705,0,0.42563242,TCF7L1,KLHDC4
1460,15,0,0.42563224,SOX6,ADAM12
1460,166,0,0.42562893,SOX6,CADM1
1094,166,1,0.42562893,ONECUT1,CADM1
1288,1498,1,0.42509827,REST,STMN3
1288,1134,0,0.42509827,REST,PDE4D
1288,903,1,0.42509827,REST,LTBP4
1288,588,0,0.42509827,REST,HPN
1456,1364,1,0.4245747,SOX13,SERPINA1
1456,1020,0,0.4245699,SOX13,NCAM1
1120,1461,1,0.42419916,PAX5,SP140
1120,705,1,0.42419916,PAX5,KLHDC4
1120,283,0,0.42419916,PAX5,CRISPLD1
399,1249,0,0.42368478,ESR2,PTPRK
