TF_idx,Target_idx,Label,Score,TF_name,Target_name
482,2,1,0.99948704,GATA3,ABCA5
482,598,1,0.99948704,GATA3,ICOS
482,49,1,0.99948704,GATA3,ANK3
482,1167,1,0.99948704,GATA3,PLA2G6
482,1295,1,0.99948704,GATA3,RGS3
482,570,1,0.99948704,GATA3,HIVEP3
482,432,1,0.99948704,GATA3,FBXO16
482,604,1,0.99948704,GATA3,IFNG
482,312,1,0.99948704,GATA3,DCDC2
482,104,1,0.99948704,GATA3,B4GALNT3
482,278,1,0.99948704,GATA3,CRADD
482,886,1,0.99948704,GATA3,LRIG1
482,451,1,0.99948704,GATA3,FILIP1L
482,909,1,0.9994868,GATA3,MAF
482,1021,1,0.9992902,GATA3,NCAM2
482,1766,0,0.99828476,GATA3,ZC3H12D
482,705,0,0.99828464,GATA3,KLHDC4
482,482,0,0.7957832,GATA3,GATA3
1094,1208,0,0.5026983,ONECUT1,PRDM1
1456,1531,0,0.47912157,SOX13,TBC1D17
1396,1531,1,0.47907364,SIX5,TBC1D17
1473,1364,0,0.4758962,SPIB,SERPINA1
1456,1364,1,0.4758962,SOX13,SERPINA1
1039,1364,0,0.4758961,NFATC1,SERPINA1
362,197,0,0.46997425,EBF1,CCSER1
1458,197,0,0.46986717,SOX4,CCSER1
1541,58,0,0.46985117,TBX21,ANO10
1396,58,0,0.46981707,SIX5,ANO10
1208,1364,0,0.46373263,PRDM1,SERPINA1
1094,166,1,0.4537846,ONECUT1,CADM1
1845,1247,0,0.45005068,ZNF83,PTPN7
1845,1335,0,0.44994456,ZNF83,RUBCNL
1845,935,0,0.44994456,ZNF83,MBNL3
1845,1005,0,0.44994456,ZNF83,MUS81
1845,750,0,0.44994456,ZNF83,LIMA1
1845,1249,0,0.44994456,ZNF83,PTPRK
108,1261,0,0.44976357,BATF,RABEP2
108,1440,0,0.44976357,BATF,SMAD7
108,294,0,0.44976357,BATF,CTNND2
108,1508,0,0.44976357,BATF,SULF2
108,1786,0,0.44976357,BATF,ZMYND8
1791,1176,0,0.4495679,ZNF143,PLEKHA5
1541,1120,0,0.44729775,TBX21,PAX5
399,1804,0,0.44680032,ESR2,ZNF365
399,208,0,0.44663298,ESR2,CD8A
399,1073,0,0.44663298,ESR2,NRCAM
399,874,0,0.44663298,ESR2,LINGO2
399,598,0,0.44663298,ESR2,ICOS
399,89,1,0.44663298,ESR2,ATG4D
399,991,0,0.44663298,ESR2,MRTFB
1458,487,0,0.44657454,SOX4,GCNT4
1546,1021,0,0.4462207,TCF7L1,NCAM2
1541,1017,0,0.44621888,TBX21,NBEA
383,399,0,0.44512987,EOMES,ESR2
909,1766,0,0.44489524,MAF,ZC3H12D
220,1804,0,0.44489485,CEBPD,ZNF365
1458,1679,0,0.44489267,SOX4,TTC28
1458,1285,0,0.44489267,SOX4,RCAN3
1458,1551,0,0.44489267,SOX4,TECR
1458,437,0,0.44489267,SOX4,FCER2
1458,44,0,0.44489267,SOX4,ALOX5AP
1458,550,1,0.44489267,SOX4,HDAC8
1458,388,0,0.44489267,SOX4,EPHA7
362,1766,0,0.44487438,EBF1,ZC3H12D
362,1804,0,0.444874,EBF1,ZNF365
1473,1270,0,0.44455105,SPIB,RALGDS
1462,1211,0,0.4445358,SP4,PRF1
383,1367,0,0.4445342,EOMES,SERPINE1
1462,909,0,0.44453338,SP4,MAF
220,890,0,0.4445324,CEBPD,LRP5
220,629,0,0.4445324,CEBPD,IKZF2
220,1005,0,0.4445324,CEBPD,MUS81
220,1293,0,0.4445324,CEBPD,RGS10
220,1477,0,0.4445324,CEBPD,SPON2
383,886,1,0.44453233,EOMES,LRIG1
909,1498,0,0.44453233,MAF,STMN3
1462,1553,0,0.44453233,SP4,TENM2
1462,1472,0,0.44453233,SP4,SPEF2
383,1005,0,0.44453233,EOMES,MUS81
383,451,0,0.44453233,EOMES,FILIP1L
909,370,0,0.44453233,MAF,EFNA5
1462,991,0,0.44453233,SP4,MRTFB
1462,1056,1,0.44453233,SP4,NMT2
1462,132,0,0.44453233,SP4,BRF1
383,1250,0,0.44453233,EOMES,PTPRM
909,70,0,0.44453233,MAF,ARHGAP24
220,1574,0,0.44453225,CEBPD,TLN2
1462,1296,0,0.44452333,SP4,RGS6
1039,1167,0,0.4445222,NFATC1,PLA2G6
1039,890,0,0.4445222,NFATC1,LRP5
1039,44,0,0.4445222,NFATC1,ALOX5AP
1039,278,0,0.4445222,NFATC1,CRADD
1039,638,1,0.4445222,NFATC1,IL2
