"","Cebpa","EgrNab","Eklf","Fli1","Fog1","Gata1","Gata2","Gfi1","Pu1","Scl","cJun"
"E1619_208",0.00558671370226446,0.00229816764586964,0.609458189465325,2.00076920065486,1.5355127402659,2.62297692197754,1.0566167406114,0.0212525222650692,0.00894664458781151,1.98038979489888,0.0111438085019651
"E1416_470",2.10653924359413,0.00268612163002425,0.00785458719072632,0.00560775376706262,0.0123983718367757,0.00141882033124276,0.00700240363667657,1.95518149857714,2.25702575612226,0.0277415744189502,0.0534088858125984
"E1132_642",0.00568864987048705,1.96645592014737,0.0705164639263441,0.0681779497382788,0.0179059473509344,0.0112974515855074,0.00681824892281139,0.0540990278875437,1.70610944617603,0.0294825210568109,1.98980421335256
"E812_111",0.0315906036064277,0.985752358848118,0.000539737352887393,0.000796031125169655,0.0556319990558749,0.0250205863143287,0.0154193787816541,0.011759611666247,1.8371719574154,0.00718931555382806,2.79655829105522
"E1736_220",1.86369552625969,0.0162489889796528,1.78143241139518,1.18984256695888,1.86816426998396,1.79652856686573,1.90119397012412,1.6278147925636,0.000423206372425349,1.98484383529122,0.027748811616056
"E1641_420",0.00255037997348082,0.0118688690219048,0.0037294839083565,1.91462007310929,1.93941995118769,1.4633708462203,0.00100889435368728,0.00466914709593316,0.0104242099460388,1.92983990344586,0.00266033329586106
"E884_154",0.00607667511181833,1.47935255535982,0.0116804254415459,0.00808379953624729,0.0068719761326501,0.00270885869451224,0.00273200544191077,0.0312173877236743,1.90289415277737,0.0602726101630909,2.05099744704178
"E474_147",0.00836722934148946,1.08514464075299,0.00870039016075021,0.00170157692155358,0.0168654400730781,0.00573373294637149,0.00275828788865486,0.0249023266198858,2.28231541912795,0.00153372983119307,1.67243019515595
"E971_654",1.87863310033549,0.0300630649785193,0.0170950358933619,0.00202656091336376,0.0224225330596716,0.0161140995085409,0.00541058788625004,2.44721010912774,2.25311085307132,0.0704697483272041,0.068919184739685
"E1053_701",0.00256326352661563,0.0060719203713254,2.2261477963174,0.0672493809351086,2.3258639040722,1.60149704806493,0.0187656571646827,0.0471592597992468,0.0041109458199549,1.90806875010859,0.00345192349855756
"E1286_280",2.08059283602069,0.0087753324684079,2.37017423377192,2.07987430333195,1.43914442165867,2.35275303435574,2.01667031492573,1.93742088065457,0.000123925718569369,1.74454156827888,0.0103110708634515
"E288_677",0.0437933616300947,2.55419857480961,0.00655643885795165,0.100817419751674,0.00207606158651146,8.38749241796428e-05,0.0409603412289208,0.00611689461162627,2.05403376098157,0.00212656893570084,2.19304784911704
"E1040_218",0.0241302024615816,0.00308314551716445,1.2871680931117,1.9325564172406,1.91914912560199,1.97239464558475,1.15836119068,0.0390660296186778,0.00163655997329815,2.13137591130338,0.024305785457411
"E1292_235",1.64915883197357,0.0992305828845072,0.0167275481202413,0.000966898725511799,0.0201976661740277,0.0272610048385219,0.0475115426065359,2.52195053010004,1.70620698851232,0.00956717596737238,0.0134558548565923
"E468_638",0.0597184843638118,1.81422055903444,0.00564850076126139,0.0301954516140751,0.0594180403651057,0.1336294175647,0.0184075778625374,0.108601332567356,2.13146666212484,0.0704290689377001,2.39936853292183
"E550_351",0.00970106403320567,0.00257826235645262,1.37351381349372,0.92853758099502,2.47371710995187,2.07076561950206,0.503723002792611,0.192571292005313,0.00028259715568165,2.27364391832226,6.21791856635605e-05
"E1300_217",0.00471188683910346,1.6728824205327,0.0271048365258982,0.00799799124510489,0.00125796571456724,0.0322785283253205,0.02908706007585,0.0238520108429903,1.21264829127631,0.0121351330214155,1.95723460577877
"E1936_470",0.02204215994903,2.0102454763236,0.00525337857718642,0.03862199602266,0.011726792077792,0.0243165620790338,0.00636627989422056,0.000987345289343558,1.89343777646266,0.140429261424604,1.75397756271343
"E1956_245",0.0330688204872844,1.47240697438303,0.016577220660115,0.0179977736318598,0.00131854847597066,0.0244904758282877,0.000965183726695448,0.00580631504442515,2.20905047825508,0.010116577312605,1.75988565932761
"E367_10",1.26355493823404,0.00274110618261465,0.0138309720591009,0.0492962843325251,0.00086784751076166,0.499518601572468,1.16039820946534,0.718608212135677,0.394565643625746,0.00609638792044867,0.237897885554461
"E904_367",2.53860732907807,0.000849963743570405,0.00180458466141418,0.00560131806356073,0.0530748202174204,0.00247416306186158,0.012696741652345,2.63877709400557,1.72520830389894,0.00159581415018975,0.00069085078010452
"E1036_550",2.08668957891912,0.110702455784541,0.0117549304536151,0.0665654982461224,0.0127649214378474,0.0054325744661812,0.0159216967744494,1.89812602215711,1.87053327993729,0.0195837695948714,0.00259193032850142
"E592_389",0.010497864179843,0.00651746258310522,0.0200688410685532,2.0162617976619,1.68046445342485,1.87213088671939,0.0194532944805594,0.00913297640094392,0.0102710494389844,1.67222767095687,0.00947612977303778
"E401_139",1.24651221593591,0.941210826228924,0.0446168117634902,0.00178694738746311,0.0833229776559478,0.00276542705218604,0.0390385135057012,1.28098026250341,1.67875807272392,0.00304645619920424,1.82172253397757
"E835_183",1.87882408337905,0.00627583552416998,0.00750595411383425,0.00645631682081011,0.0482935811581445,0.0187061640980154,0.00392601248417778,1.94432948075572,1.9870782885627,0.110659497856654,0.64158168937758
"E1006_45",0.539922684406789,0.0256027637365213,0.00117428188471551,0.0279723146796408,0.00316823188335749,1.7789394071248,1.31193793554754,0.336494826345135,0.527758188171218,0.0353145208799692,0.113603932197298
"E765_774",0.0211269163032266,2.19130626232413,0.0156344394271344,0.0172771513735337,0.0265116007584362,0.0165143483910481,0.000480389323682143,0.000983143605031571,1.71995946225133,0.131426511648264,2.5087480066476
"E1035_635",1.84754342429186,0.0288451117851642,0.0360437517399312,0.0419931493282219,0.0205026701009805,0.00112933179243305,0.00186237363107031,1.94259086244203,1.77974984255308,0.00247189524366572,0.0273319054388414
"E1386_580",0.00264470540126866,1.47247237958618,0.0296947097459258,0.0734785799529375,0.0105829504185169,0.063291045255554,0.0705048576099164,0.00398129359918703,1.77421461046411,0.0108970578388548,1.88958309248176
"E202_546",0.0230986451640838,2.20799993082463,0.0431726966524087,0.00830944099036647,0.0263694827905863,0.0521819541854762,0.0279895075780234,0.00420075978891035,2.14492825807693,0.0215822069450294,1.8847124170622
"E1152_709",0.0949586563878591,2.32470785187557,0.00207192655970192,0.0074837409667936,0.111787886460479,0.0277419626503865,0.00586407463004907,0.0075094525805212,1.73251862195928,0.000891859100197843,1.58844697255178
"E872_226",0.0100828323273685,0.00444042001976811,2.09298476815713,0.146336546087383,1.90785452500053,2.33348294372325,0.0191404785630517,0.00491887788648407,0.028276676096605,2.04213598341208,0.0137992125113286
"E870_223",0.0084773498682658,1.2996944488276,0.0728625396432119,0.00259999081003222,0.000171609790728649,0.073300698095175,0.0079731841073486,0.00438228608646249,1.69677801275143,0.010279158640803,1.84416140244381
"E854_716",2.03861289429133,0.000415820000040474,0.00988567660232766,0.00110069858934516,0.00968388664491182,4.67934451357084e-05,0.00562734512993859,2.14415218207763,1.94692249283117,0.000140243539947727,0.00713901735537404
"E1407_392",1.94131458429296,0.0638751415542038,0.0708782317471868,0.127733487089414,0.00202120512458879,0.0234968166109183,0.0360875224237254,1.84848453500706,2.74776194103727,0.000123924101001706,0.000747867050108891
"E1387_68",1.43514500427258,8.66661216978651e-05,0.00208363387808319,0.0097540026575212,0.0144743808023014,0.00999602435360046,0.0483481058041281,2.17894678695387,2.43236610868159,0.0592129325652883,0.454893324497462
"E932_203",0.01556202040823,1.68483862824063,0.0222190991956309,0.00178774276896154,0.0132155991766593,0.0155414630079835,0.000485353565027171,0.117021349175618,1.92713314674821,0.0144249111299769,2.31703097565821
"E338_97",2.25505489309628,0.0809747792829193,0.0338767814237897,0.0282805582908436,0.016864317165387,0.0536048066288966,0.0317106253219028,2.23762842541635,1.68883903084801,0.0742292373512836,1.10219764924786
"E1750_580",0.00211713341707629,1.54903989476704,0.0028325312449628,0.0360890795533054,0.0077248917526668,0.00108369111337317,0.00404174847506132,0.00325688269021078,1.53020822427612,0.0088310334253561,2.46571727362823
"E1872_577",0.0078329465085757,0.0164290434794351,0.215882134776538,2.10414642952656,2.13311865053658,1.64445534882617,0.0211850767021837,0.00432440507376574,0.000823359531623736,2.12349208862262,0.000523256910853184
"E1260_451",0.00367428972522635,0.00389093342874417,0.168350405994243,2.32314009935057,1.81440206307743,1.94734104433956,0.00143650264651271,0.0427130120307375,0.00110640119773476,1.95695423783511,0.0850623626904828
"E1625_90",0.114315421486623,0.20487853925747,0.00017904735613442,0.0521093928217071,0.0064808421368489,0.00816376714321771,0.0378503541281223,0.128624414726467,1.50361760198605,0.0219436974865191,2.31352659589943
"E934_18",0.469246242161644,0.178693705407488,0.00167248348413894,0.00652226783915425,0.00230565145182421,0.306714593373212,0.410552903368535,0.427964106003049,0.859233378767116,0.00246488235770943,0.856685127390005
"E1143_678",0.033090631218819,1.60336325164552,0.0250836944505968,0.0162303666794254,0.031448072841717,0.0666125647460862,0.179093120740234,0.00155841287188855,2.41319235403945,0.00379988633215284,1.65039042852758
"E643_243",0.0688856540644226,1.84561144873675,0.0250336287817414,0.0346624559075674,0.0267410537885956,0.0125177805923121,0.0760142150879714,0.000606101514658845,1.65241941361791,0.0353013754178638,1.84211581168364
"E303_150",1.91347997359226,0.0388751350125178,0.00423854332603135,0.0432472325598209,0.00747658721483833,0.000464690769535899,0.010956592528614,2.38327307040304,2.06469728640287,0.00862310177793972,0.0498460117373873
"E295_481",2.72662864348446,0.0108430255461815,0.00251303088359247,0.00658208432731191,0.0184104337874833,0.00960435836571136,0.0334961303686471,1.54752233054276,2.30457675354747,0.015298682256233,0.0058322414365743
"E1840_156",0.0148864804136839,0.0373354910822539,2.08491588537039,1.92032474035925,2.41700844107815,1.92068034692826,2.11597797305746,0.00559248185805991,0.0109288209671732,1.91539661016833,0.0323797763316986
"E1538_655",0.0191513598307271,2.34272264848187,0.0147834646504981,0.000372454397004143,0.013359319388661,0.0185722758534192,0.0122999478998117,0.0284151115404711,1.54690509966018,0.00605939290715855,1.80651427239558
"E170_385",1.90284204888476,0.00143270055663403,0.0230431944635495,0.00504279107971535,0.00807740949429426,0.0028431581680831,0.0050305246474552,1.69808771012451,2.2576749831855,0.0412656284832735,0.00878109726763378
"E127_701",2.01641140229097,0.0220171548617845,0.000864952978159827,0.00392933671202507,0.00497932845531391,0.00107740441003462,0.000307362320069524,1.44510070999699,1.90836605357316,0.00574385775942118,0.00711759674869662
"E1820_731",0.00162001752305471,0.0271777604837296,2.13473404033294,0.0266969161850495,1.8057927526432,2.58534647903604,0.0156636219408074,0.109750399360304,0.00861924355519748,1.82680379044796,0.0302063031517466
"E1134_349",0.0112401746172752,2.38415612420049,0.0018569851204795,0.00075487871613152,0.0013579770142123,0.00591000546051529,0.085869522380101,0.0515795669561782,2.60079190554799,0.00531472043583629,2.1127693792992
"E457_536",1.90468076668835,0.0319331211741769,0.100567785998173,0.0380919229909503,0.00737564349469193,0.00358064576942173,0.00844204341607555,2.30314806869082,2.55582660753543,0.00616213152186201,0.014713739532459
"E1722_287",2.66846149308264,0.0317638567462004,0.0419328636714646,0.00819561137267284,0.00329195509291196,0.0353149280928376,0.000996797036376505,1.85049328923433,2.26860568310169,0.0222752006421625,0.000996723392683355
"E123_20",0.605289493660452,0.000159019992798385,0.00147644804146047,0.00265873462490742,0.00193073355764892,1.19185966481907,0.857270130638728,0.341382988606428,0.492741319882667,0.00208035339654997,0.424956850795711
"E1706_265",1.62962229612955,0.0147742071686662,0.00645068266243507,0.00344475686452499,0.00783990405517285,0.032660280254112,0.0174676260617209,2.29527521282548,1.57165408811469,0.0054803496095455,0.0243603328099036
"E990_762",0.0253170651403975,1.39312317984398e-05,2.56124690459406,0.000828885420376379,2.29654925766134,1.9651684581882,0.00518799653416798,0.0093672201867945,0.0573693405065891,1.93523877856734,0.0148929418463063
"E743_593",2.25065321928184,0.0028133414860401,0.00442762665939833,0.0416511249390585,0.0199382778994269,0.0193489286487608,0.0116930434580027,2.49730445696811,1.66003081451768,0.0192370577659494,0.0081806196593235
"E1618_774",1.85533952358608,0.011846325044794,0.060864102491029,0.0224248167223452,0.0212309180299157,0.0344701805437182,0.00049705018555337,1.75352367333124,1.76882833233389,0.00535135662459145,0.153284157436786
"E1113_362",0.0137102962699144,2.06239714736025,0.0215213874421496,0.00265226817196142,0.00228236579597083,0.0188119487006881,0.0605666139460595,0.0101855479460385,1.68669803158989,0.002794936499517,2.02320494251871
"E1600_771",0.00382802166719087,1.52164768329867,0.035626028893555,0.0722130274763894,0.00334360987610672,0.0796333390274766,0.00196584333562084,0.0193371344526147,2.27502177065746,0.000803662135257363,2.01334127321053
"E1746_68",1.0530224299269,0.000139930061211347,0.00138166133590017,0.00078486440920027,0.0928969671527128,0.037075699696475,0.00323240740125736,1.61614356642378,1.32670970310203,0.0149956500981621,0.661515281454343
"E596_787",0.0183306691911611,1.84681441754124,0.00496764575760341,0.00164083756372389,0.023392910434201,0.0213943379681739,0.00914483072792432,0.0335558035743303,2.43943578988129,0.00474439611062533,1.8689070725609
"E1721_392",2.39845466510629,0.00669046573381609,0.0238023779594703,0.00320211506583632,0.00417871574006374,0.117651368302141,0.0489888971433877,2.66146164263971,2.20155986884718,0.00351558527432722,0.0178934900738982
"E699_162",1.78773743213852,0.000571901340835023,0.0245332003249708,0.0321334985365834,0.00453651770029681,0.0271665145190346,0.058478407110383,1.77966648866515,2.66170196550498,0.0094139902559003,0.00852506146054824
"E1624_393",0.00181681196470053,1.99469880104805,0.0381454653415514,0.0173241761070376,0.0669566539926704,0.0226033804809771,0.0301613772255439,0.0296230149028694,2.15686966459483,0.00363331494091341,2.02360113619933
"E1377_253",0.0492476941926829,1.64271333740658,0.0640374228736253,0.00182287251650402,6.95978844185289e-05,0.0214771606273133,0.00116339783225273,0.0096459304704535,1.83353717486453,0.00317602176233891,2.7228548366001
"E1602_319",0.0233543928628116,0.00639142655444259,0.117016611870542,1.76029067535948,1.81477176243135,1.67510441632258,0.0114570486584206,0.00658632870989855,0.000490952286537441,1.66129233644127,0.000604033032301243
